"timeStamp","URL","blogName","title","tags","body"
"2023-05-09 04:01:13 GMT","https://biggest-gaudiest-patronuses.tumblr.com/post/716811663474655232/hello-my-foul-little-beasties-i-am-taking-a","biggest-gaudiest-patronuses","","[]","hello my foul little beasties, i am taking a (hopefully brief) hiatus to deal with some health & personal issues. in the meantime here are some terrible awful no good wholesome fun facts i’ve been meaning to share:

bone china is called bone china bc yes it contains bones! i’m not saying that autistic bees exist but autistic bees exist for 15 years sweden thought russian submarines were invading its waters; it turned out to be herrings farting cows have regional accents sometimes massive fields of ice eggs wash up on beaches. literally just ice shaped like eggs. that is a thing that sometimes happens and i derive joy from this peculiar world"
"2023-05-09 02:02:21 GMT","https://biggest-gaudiest-patronuses.tumblr.com/post/716804185834864640/fair-enough-hope-you-suffer","biggest-gaudiest-patronuses","","[]","fanfictionbard:

biggest-gaudiest-patronuses:

biggest-gaudiest-patronuses:

1 night lying in bed u look up at your ceiling & see this crawling towards u wyd

 

exCUSE me the one on the top is mine, you cropped off the blog name and I WANT PROPER RECOGNITION FOR MY SLUTTINESS PLEASE AND THANK YOU >:(

fair enough! hope you suffer"
"2023-05-09 01:30:29 GMT","https://biggest-gaudiest-patronuses.tumblr.com/post/716802181028888576","biggest-gaudiest-patronuses","","[]","1 night lying in bed u look up at your ceiling & see this crawling towards u wyd"
"2023-05-09 01:02:10 GMT","https://biggest-gaudiest-patronuses.tumblr.com/post/716800398800912384/a-giant-adopts-a-group-of-orphaned-humans-these","biggest-gaudiest-patronuses","","['Giant Parent spends the next 20 decades being a fantastic grandparent to their many grandchildren & great-grandchildren & great-great-']","a giant adopts a group of orphaned humans. these humans are not actually children–they are all in their late 20s–but to a 100 foot tall giant who lives for centuries, these tiny baby humans are OBVIOUSLY children in need of adoption. this works out wonderfully for everyone involved"
"2023-05-09 00:31:02 GMT","https://biggest-gaudiest-patronuses.tumblr.com/post/716798440228667392/ethically-yes-youre-allowed-to-kill-ants-in-your","biggest-gaudiest-patronuses","","[]","ethically yes, you’re allowed to kill ants in your kitchen. but an outdoor picnic? another situation entirely. you came to their home and started barbecuing in their backyard, and now you don’t want to share? you’re embarrassing yourself"
"2023-05-08 21:25:10 GMT","https://biggest-gaudiest-patronuses.tumblr.com/post/716786746243825664/chew-toy-mode","biggest-gaudiest-patronuses","","['enrichment activity']","sometimes u just really need to bite something. not in a violent way or in a sexy way or a hungry way. just in a bitey way 

chew toy mode"
"2023-05-08 21:20:46 GMT","https://biggest-gaudiest-patronuses.tumblr.com/post/716786469382078464/sometimes-u-just-really-need-to-bite-something","biggest-gaudiest-patronuses","","[]","sometimes u just really need to bite something. not in a violent way or in a sexy way or a hungry way. just in a bitey way"
"2023-05-08 19:34:44 GMT","https://biggest-gaudiest-patronuses.tumblr.com/post/716779798855385088/crystalshard-crystalshard-marlynnofmany","biggest-gaudiest-patronuses","","['oh my gosh oh my gosh oh my gosh']","crystalshard:

crystalshard:

  crystalshard:

 marlynnofmany:

marlynnofmany:

biggest-gaudiest-patronuses:

a group of children are tasked by a mysterious wizard to complete a heroic quest in a magical land. since this is a form a kidnapping, their middle-aged parents follow them through the portal and precede to wreak havoc in the style of Liam Neeson’s Taken 

Do the parents have their own magical skills, or mundane skills, or just immense righteous fury? 

I vote one of each. 

#‘Taken to Fairyland’ #a wand a shotgun and a frying pan #let’s gooo

At least two of the parents were also Chosen Children, and they are the only survivors of their group. Like hell is the damn immortal wizard using THEIR children for that impossible Quest! Again! 

Emma wrapped her hand around a weed, and yanked. It popped out, roots and all - she might not have magic here, but she still had a touch with plants that few could rival. The weeds weren’t going to choke out her carrots, not while she had two hands and the disposition of a particularly persistent patch of ivy.

She’d nearly won the argument with the weeds over who got to use the vegetable patch when she heard a noise from her nightmares. A kind of ringing whistle, like the hum of a wineglass mixed with the sound of storm winds under the eaves.

A Portal.

Keep reading

The next chapter is now up! 

Tumblr

AO3"
"2023-05-08 18:41:45 GMT","https://biggest-gaudiest-patronuses.tumblr.com/post/716776465614700544/once-again-for-the-bargain-price-of-666-i-will","biggest-gaudiest-patronuses","","[]","enby-soup-computer:

  biggest-gaudiest-patronuses:

biggest-gaudiest-patronuses:

aphysicallymanifestedbirdsin:

biggest-gaudiest-patronuses:

biggest-gaudiest-patronuses:

biggest-gaudiest-patronuses:

biggest-gaudiest-patronuses:

biggest-gaudiest-patronuses:

biggest-gaudiest-patronuses:

biggest-gaudiest-patronuses:

biggest-gaudiest-patronuses:

biggest-gaudiest-patronuses:

biggest-gaudiest-patronuses:

biggest-gaudiest-patronuses:

once again for the bargain price of $6.66 i will present to you a Top 5 Childhood Misadventures: April Fool’s Edition 

Presenting:

The Saga Of The Stolen Door Ah, to be young and filled with mirth and rage.

I was 14 at the time. 14 was not a good year for me. New town, new house, new school to adjust to, and that’s not even counting the complications of being an Undiagnosed Autistic Teenager. Ah, puberty. You think you’re finally catching up, and suddenly there’s a whole parade of shiny new developmental delays to widen the gap between you and your peers. Ah, nostalgia.

Point is, it was a difficult year for me and my 2 siblings. So when April rolled around? I decided, quite magnanimously I thought, a sign of benevolence of character and all that, that we all deserved a good laugh.

Well, that is one version of events. 

The second version of events is: my siblings and I had spend the year driving each other up the walls. Up the walls, through the ceiling, past the colony of attic-dwelling dust bunnies, around the rafters and straight to cracking our skulls on the new roofing tiles (terracotta).

Keep reading

The thing about the house we were living in at the time…it was weird. It was a weird house. Rooms with too many corners. Windows shoved in bizarre places. Odd flourishes of grandeur.

Keep reading

It occurs to me, in hindsight (glorious, alluring, unobtainable hindsight), that if one is determined to go about removing a door in this manner, there is probably a correct order in which to remove screws from a doorframe.

I did not choose that order. 

Keep reading

At this point, it may have occurred to some of you that I am not much of a planner.

Keep reading

Dear Reader, let me snatch back my words. Earlier, I compared my tale to the Tragedy of Icarus. This was not wholly accurate, because you will note that Icaraus’s primary tragedy was that he was an insipid little bitch who couldn’t get his act together. 

Keep reading

Let us skip ahead.

Keep reading

FINAL CHAPTER

Keep reading

one final detail, the briefest epilogue, the cherry & sprinkles atop the sundae.

(I’m not 100% sure my memory is accurate on this part, and I’m too scared to ask Claire, but from what I personally remember) not only did it take her 3 days to realize her bedroom door was missing: when she finally noticed, it was specifically because she was having an argument with Mom. 

She tried to slam the door and–surprise :)

ko-fi

am worried some of you (wisely) neglected to click ‘keep reading’, in which case you missed my exquisite illustrations

fun fact: the pink ass in the last panel is modeled on a classical painting of Sisyphus pushing his boulder up the mountain. That is Sisyphus’s ass.

SISYPHASS  No wonder he never reaches the top, he’s pushing a boulder and dragging a dumptruck 

#SISYPHAT-ASS

happy April"
"2023-05-08 16:16:28 GMT","https://biggest-gaudiest-patronuses.tumblr.com/post/716767324988948480/bitches-i-will-put-you-in-the-ground","biggest-gaudiest-patronuses","","[]","rjwinterfell:

itllbefineeee:

second-wolf:

biggest-gaudiest-patronuses:

*pulling myself out of a shallow grave* you call this a fucking GRAVESITE, i call this a DISGRACE *dusting the dirt from my shroud* u gotta PACK the dirt in there boy i wanna feel like im being tucked into bed by a STEAMROLLER, i want 8.8k psi MINIMUM on this bitch *hacks up a shovelful of soil like a cat retching up a hairball* I’VE SLEPT UNDER MEATIER WEIGHTED BLANKETS 

They made a grave mistake didn’t they

You sure were coffin up a lot of dirt, are you okay?

now now gaud, dont be a casket case

…i’m about to put all of you in the fucking ground"
